pid,lot_frontage,lot_area,overall_qual,overall_cond,year_built,year_remod_add,mas_vnr_area,exter_qual,bsmt_qual,bsmt_exposure,total_bsmt_sf,heating_qc,gr_liv_area,bedroom_abvgr,kitchen_qual,totrms_abvgrd,fireplaces,fireplace_qu,garage_yr_blt,garage_finish,garage_cars,garage_area,wood_deck_sf,mo_sold,yr_sold,saleprice,masonry_veneer_brick,foundation_cinder,foundation_concrete,garage_attached,lot_inside,exterior_vinyl,bathrooms,porch,residential_density,irregular_lot_shape,house_floors,basement_finished_rating,neighborhood_BrkSide,neighborhood_CollgCr,neighborhood_Edwards,neighborhood_Gilbert,neighborhood_Mitchel,neighborhood_NAmes,neighborhood_NWAmes,neighborhood_OldTown,neighborhood_Sawyer,neighborhood_Somerst
906223110,80.0,9938,7,5,1994,1994,251.0,4,4,1,1602,5,1626,3,4,7,1,3,1994,2,2,534,424,4,2008,226500,1,0,1,1,1,0,3.5,1,1,0,1.0,6,False,False,False,False,False,False,False,False,False,False
906223220,85.0,10541,7,5,1996,1996,0.0,4,4,3,672,5,2037,3,4,8,1,3,1996,3,2,472,100,2,2008,229000,0,0,1,1,0,1,2.5,1,1,1,1.0,1,False,False,False,False,False,False,False,False,False,False
906380030,65.0,9345,8,5,2007,2007,156.0,4,4,3,1615,5,1615,3,4,7,1,4,2007,2,3,864,168,5,2008,248500,0,0,1,1,1,1,2.0,1,1,1,1.0,1,False,True,False,False,False,False,False,False,False,False
906424010,68.0,11454,8,5,1995,1995,302.0,4,4,4,1401,5,1511,3,4,6,1,2,1995,3,3,811,168,2,2008,225000,1,0,1,1,0,1,3.0,1,1,2,1.0,6,False,False,False,False,False,False,False,False,False,False
906475100,68.0,11500,6,6,1966,1966,0.0,3,4,4,1182,5,1643,2,3,6,1,4,1966,1,2,438,339,3,2008,195000,0,1,0,1,0,0,3.0,0,1,1,1.0,2,False,False,False,False,False,False,False,False,False,False
906476030,79.0,12798,6,5,1997,1997,0.0,3,4,4,616,4,1688,4,4,8,0,0,1997,2,2,603,403,5,2008,200000,0,0,1,1,1,1,3.5,1,1,1,2.0,6,False,False,False,False,False,False,False,False,False,False
907135020,75.0,9525,5,6,1995,2006,0.0,3,4,1,1099,5,1099,3,4,6,0,0,2006,1,1,352,278,6,2008,144000,0,0,1,1,1,1,1.5,0,1,0,1.0,1,False,True,False,False,False,False,False,False,False,False
907135260,57.0,9245,5,5,1994,1995,0.0,3,4,1,990,5,990,3,3,5,0,0,1995,1,2,672,0,2,2008,145000,0,0,1,0,1,1,1.5,0,1,2,1.0,6,False,True,False,False,False,False,False,False,False,False
907175080,68.0,8696,7,5,1997,1998,150.0,3,4,4,1418,5,1418,3,4,5,1,3,1998,2,2,558,208,5,2008,226001,1,0,1,1,1,1,3.0,1,1,1,1.0,6,False,True,False,False,False,False,False,False,False,False
907176010,68.0,13142,6,5,1997,1997,128.0,3,4,1,864,5,1771,3,4,6,0,0,1997,2,2,600,0,7,2008,215700,1,0,1,1,0,1,3.5,1,1,1,2.0,6,False,True,False,False,False,False,False,False,False,False
907181120,68.0,8998,7,5,2000,2000,120.0,4,4,2,782,5,1652,3,4,6,0,0,2000,2,2,532,0,6,2008,207500,1,0,1,1,1,1,2.5,1,1,1,2.0,6,False,True,False,False,False,False,False,False,False,False
907187030,57.0,8924,7,5,1998,1999,0.0,3,4,3,880,5,1724,3,4,8,0,0,1999,3,2,527,120,7,2008,188000,0,0,1,1,0,1,2.5,1,1,1,2.0,1,False,True,False,False,False,False,False,False,False,False
907187080,93.0,9382,7,5,1999,2000,125.0,4,4,1,1468,5,1479,3,4,6,0,0,2000,2,2,577,120,7,2008,191000,1,0,1,1,0,1,2.0,1,1,1,1.0,1,False,True,False,False,False,False,False,False,False,False
907194020,80.0,12435,7,5,2001,2001,172.0,4,4,1,963,5,1792,3,4,7,1,3,2001,2,2,564,0,5,2008,231500,1,0,1,1,1,1,2.5,1,1,0,2.0,6,False,True,False,False,False,False,False,False,False,False
907196040,75.0,12192,7,5,2000,2001,0.0,4,4,1,928,5,1823,3,4,6,0,0,2001,2,2,626,192,5,2008,235000,0,0,1,1,1,1,3.5,1,1,1,2.0,6,False,True,False,False,False,False,False,False,False,False
907200110,68.0,9200,5,6,1975,1980,0.0,3,4,3,938,3,938,3,3,5,0,0,1980,1,1,308,145,7,2008,130250,0,1,0,0,0,1,2.0,0,1,1,1.0,2,False,True,False,False,False,False,False,False,False,False
907202010,68.0,12250,5,6,1978,1978,180.0,3,4,2,864,5,1174,3,3,5,0,0,1978,1,2,528,211,5,2008,158000,1,1,0,1,1,0,2.0,1,1,1,1.0,5,False,True,False,False,False,False,False,False,False,False
907203090,88.0,7990,5,6,1975,1975,0.0,3,4,1,924,3,924,3,3,5,0,0,1975,1,1,280,0,4,2008,110000,0,1,0,0,1,0,1.0,0,1,1,1.0,1,False,True,False,False,False,False,False,False,False,False
907227050,60.0,7180,5,7,1972,1972,0.0,3,3,3,864,3,864,3,3,5,0,0,1972,1,1,352,0,5,2008,127000,0,1,0,0,1,0,1.0,0,1,1,1.0,5,False,True,False,False,False,False,False,False,False,False
907227300,60.0,7200,5,7,1972,1972,0.0,3,3,3,780,5,780,2,3,4,0,0,1972,1,1,352,196,1,2008,124900,0,1,0,0,1,0,1.0,0,1,0,1.0,5,False,True,False,False,False,False,False,False,False,False
907251090,75.0,9473,8,5,2002,2002,0.0,4,4,1,1128,5,2031,3,4,7,1,4,2002,2,2,577,0,3,2008,237000,0,0,1,1,1,1,3.5,1,1,0,2.0,6,False,True,False,False,False,False,False,False,False,False
907253060,68.0,10316,7,5,2000,2000,0.0,4,4,1,992,5,1865,3,4,7,1,3,2000,2,3,839,0,6,2008,235000,0,0,1,1,1,1,3.5,1,1,1,2.0,6,False,True,False,False,False,False,False,False,False,False
907253110,68.0,10400,7,5,2001,2001,227.0,4,4,1,1257,5,2161,3,4,8,1,3,2001,2,2,570,0,6,2008,230500,1,0,1,1,1,1,2.5,1,1,0,2.0,1,False,True,False,False,False,False,False,False,False,False
907254090,75.0,11404,7,5,1998,1999,202.0,4,4,3,1153,5,2031,3,4,8,1,3,1999,3,2,541,192,7,2008,222500,1,0,1,1,1,1,2.5,1,1,1,2.0,5,False,True,False,False,False,False,False,False,False,False
907255030,68.0,9720,9,5,2001,2002,134.0,4,4,2,1357,5,1947,3,4,7,1,3,2002,3,3,725,168,1,2008,274000,1,0,1,1,0,1,3.5,1,1,1,2.0,6,False,True,False,False,False,False,False,False,False,False
907255060,68.0,14860,8,5,2002,2003,240.0,4,5,4,1778,5,1786,3,4,6,1,4,2003,2,3,715,182,6,2008,300000,1,0,1,1,0,1,3.0,1,1,2,1.0,6,False,True,False,False,False,False,False,False,False,False
907260010,68.0,11250,8,5,2002,2002,0.0,4,4,2,1128,5,2290,4,4,9,1,4,2002,1,2,779,0,5,2008,255900,0,0,1,1,0,0,2.5,0,1,0,2.0,1,False,True,False,False,False,False,False,False,False,False
907262030,65.0,8158,7,5,2003,2003,252.0,4,4,1,884,5,1768,3,4,8,0,0,2003,2,2,543,0,7,2008,224900,1,0,1,1,1,1,3.5,1,1,0,2.0,6,False,True,False,False,False,False,False,False,False,False
907262070,72.0,7226,7,5,2003,2003,0.0,4,4,1,798,5,1640,3,4,6,0,0,2003,2,2,595,0,6,2008,183000,0,0,1,1,0,1,2.5,1,1,1,2.0,1,False,True,False,False,False,False,False,False,False,False
907265100,96.0,11690,8,5,1999,2000,192.0,4,4,3,850,5,1764,3,4,7,1,3,2000,1,2,560,120,6,2008,207000,1,0,1,1,1,1,2.5,1,1,1,2.0,1,False,True,False,False,False,False,False,False,False,False
907285080,70.0,8750,7,5,1994,1995,0.0,4,4,1,915,5,1908,4,4,8,1,3,1995,1,2,493,144,7,2008,210000,0,0,1,1,1,1,3.5,1,1,0,2.0,6,False,True,False,False,False,False,False,False,False,False
907290150,37.0,4435,6,5,2003,2003,170.0,4,4,3,848,5,848,1,4,3,0,0,2003,3,2,420,140,3,2008,136500,1,0,1,1,1,1,2.0,0,2,0,1.0,6,False,True,False,False,False,False,False,False,False,False
907290250,68.0,4426,6,5,2004,2004,205.0,4,4,2,848,5,848,1,4,3,0,0,2004,2,2,420,140,2,2008,145000,1,0,1,1,1,1,2.0,0,2,0,1.0,6,False,True,False,False,False,False,False,False,False,False
907295020,75.0,13125,6,5,1997,1998,215.0,3,4,4,1478,5,1493,3,4,7,1,3,1998,3,2,508,140,4,2008,208900,1,0,1,1,1,1,3.0,1,1,0,1.0,6,False,True,False,False,False,False,False,False,False,False
907405140,65.0,8450,7,5,2003,2003,196.0,4,4,1,856,5,1710,3,4,8,0,0,2003,2,2,548,0,2,2008,208500,1,0,1,1,1,1,3.5,1,1,0,2.0,6,False,True,False,False,False,False,False,False,False,False
907412040,75.0,9750,7,5,2004,2004,50.0,4,4,2,1445,5,1445,3,4,6,0,0,2004,1,2,470,0,6,2008,186500,0,0,1,1,1,1,2.0,1,1,0,1.0,6,False,True,False,False,False,False,False,False,False,False
907412070,65.0,8450,7,5,2004,2004,266.0,4,4,2,1436,5,1436,3,4,8,0,0,2004,1,2,484,139,4,2008,210000,1,0,1,1,1,1,3.0,1,1,0,1.0,6,False,True,False,False,False,False,False,False,False,False
907412090,85.0,11049,8,5,2007,2007,0.0,4,5,3,1234,5,1234,3,4,7,0,0,2007,2,2,484,0,1,2008,179900,0,0,1,1,0,1,2.0,1,1,0,1.0,1,False,True,False,False,False,False,False,False,False,False
907418010,85.0,11058,7,6,2007,2007,212.0,4,4,1,1564,5,1564,3,4,6,0,0,2007,2,3,814,0,2,2008,218836,0,0,1,1,0,1,2.0,1,1,0,1.0,6,False,True,False,False,False,False,False,False,False,False
907418040,74.0,9627,7,5,2007,2007,0.0,4,4,3,1351,5,1361,3,4,6,0,0,2007,2,2,610,0,6,2008,193000,0,0,1,1,1,1,2.0,1,1,0,1.0,6,False,True,False,False,False,False,False,False,False,False
907425010,68.0,4426,6,5,2004,2004,147.0,4,4,3,848,5,848,1,4,3,1,3,2004,2,2,420,149,5,2008,149300,1,0,1,1,1,1,2.0,0,2,0,1.0,6,False,True,False,False,False,False,False,False,False,False
907425015,68.0,4426,6,5,2004,2004,147.0,4,4,4,848,5,848,1,4,3,1,3,2004,2,2,420,149,5,2008,141000,1,0,1,1,1,1,2.0,0,2,0,1.0,6,False,True,False,False,False,False,False,False,False,False
907425030,68.0,4438,6,5,2004,2004,205.0,4,4,3,848,5,848,1,4,3,1,4,2004,2,2,420,149,1,2008,149000,1,0,1,1,1,1,2.0,0,2,0,1.0,6,False,True,False,False,False,False,False,False,False,False
907425035,68.0,4438,6,5,2004,2004,169.0,4,4,4,848,5,848,1,4,4,1,4,2004,3,2,420,140,6,2008,144500,1,0,1,1,1,1,2.0,0,2,0,1.0,6,False,True,False,False,False,False,False,False,False,False
908102030,67.0,8777,5,7,1910,1950,0.0,3,2,1,796,4,796,2,3,4,0,0,1910,0,0,0,328,5,2008,85000,0,1,0,0,1,0,1.0,1,1,0,1.0,1,False,False,True,False,False,False,False,False,False,False
908102260,75.0,9937,5,6,1965,1965,0.0,4,3,1,1256,4,1256,3,3,6,0,0,1965,3,1,276,736,6,2008,147500,0,1,0,1,1,0,2.5,1,1,0,1.0,3,False,False,True,False,False,False,False,False,False,False
908103280,65.0,6500,6,6,1976,1976,84.0,3,3,1,1127,3,1127,3,3,6,1,1,1976,1,2,480,0,5,2008,135000,1,1,0,0,1,0,2.0,1,1,0,1.0,3,False,False,True,False,False,False,False,False,False,False
908127120,63.0,13907,5,6,1940,1969,0.0,3,3,1,996,5,996,3,3,6,1,4,1969,0,0,0,144,7,2008,108000,0,1,0,0,1,0,2.0,0,1,0,1.0,3,False,False,True,False,False,False,False,False,False,False
908128050,90.0,10012,4,5,1972,1972,0.0,3,4,3,1138,3,1181,3,3,6,0,0,1972,2,2,588,0,4,2008,137500,0,1,0,0,1,0,3.0,1,1,0,1.0,3,False,False,True,False,False,False,False,False,False,False
908128110,60.0,6931,7,5,2003,2004,92.0,4,4,1,746,5,1656,3,4,7,1,4,2004,3,2,397,178,7,2008,165400,0,0,1,1,1,1,2.5,1,1,0,2.0,1,False,False,True,False,False,False,False,False,False,False
908152110,72.0,7200,6,7,1976,2001,0.0,3,3,3,684,3,1398,3,3,6,1,3,2001,3,2,440,0,2,2008,160500,0,1,0,1,1,0,1.5,0,1,0,2.0,5,False,False,True,False,False,False,False,False,False,False
908152270,60.0,7024,4,5,2005,2005,0.0,3,4,1,1132,5,1132,2,4,5,0,0,2005,3,2,451,252,6,2008,176000,0,0,1,1,1,1,2.5,1,1,0,1.0,6,False,False,True,False,False,False,False,False,False,False
908154080,123.0,47007,5,7,1959,1996,0.0,3,0,0,0,3,3820,5,5,11,2,4,1996,1,2,624,0,7,2008,284700,0,0,0,1,1,0,3.5,1,1,1,1.0,0,False,False,True,False,False,False,False,False,False,False
908186040,35.0,3675,6,5,2005,2005,80.0,3,4,4,547,5,1072,2,3,5,0,0,2005,2,2,525,0,6,2008,148000,1,0,1,0,1,1,2.0,1,2,0,1.0,6,False,False,True,False,False,False,False,False,False,False
908204160,74.0,6845,4,5,1955,1955,58.0,3,0,0,0,3,1152,2,3,6,0,0,1955,0,0,0,0,7,2008,82500,1,0,0,0,1,0,2.0,0,1,0,1.0,0,False,False,True,False,False,False,False,False,False,False
908225170,56.0,6931,4,5,1955,1955,0.0,3,3,3,784,3,784,2,3,4,0,0,1955,0,0,0,112,5,2008,91900,0,1,0,0,1,0,2.0,0,1,0,1.0,5,False,False,True,False,False,False,False,False,False,False
908250040,57.0,8050,5,8,1947,1993,0.0,3,0,0,0,4,1137,4,3,8,0,0,1993,0,0,0,0,4,2008,96000,0,0,0,0,1,0,1.5,0,1,0,1.5,0,False,False,True,False,False,False,False,False,False,False
908250090,68.0,9520,4,5,1953,1953,115.0,3,4,1,911,3,930,2,3,5,0,0,1953,2,1,286,134,5,2008,99000,0,1,0,1,1,0,1.0,0,1,0,1.0,4,False,False,True,False,False,False,False,False,False,False
908275130,70.0,11767,5,6,1946,1995,0.0,3,3,1,768,5,1200,3,3,6,0,0,1995,1,1,240,0,5,2008,130500,0,1,0,0,1,0,1.0,0,1,0,1.5,3,False,False,True,False,False,False,False,False,False,False
908275180,60.0,8172,4,6,1954,1972,0.0,3,3,1,941,5,1470,4,3,7,0,0,1972,1,1,548,0,5,2008,135000,0,0,1,0,1,0,2.0,1,1,0,1.5,1,False,False,True,False,False,False,False,False,False,False
908275280,59.0,16466,5,7,1955,1955,0.0,3,3,1,816,3,1393,3,3,8,0,0,1955,1,1,300,121,4,2008,135500,0,0,1,1,1,0,1.5,1,1,1,1.5,1,False,False,True,False,False,False,False,False,False,False
909100150,67.0,5142,4,7,1923,2008,0.0,3,3,1,949,3,1292,3,4,6,0,0,2008,1,1,205,0,6,2008,108000,0,0,1,0,1,0,1.5,1,1,0,1.5,5,False,False,True,False,False,False,False,False,False,False
909100170,67.0,5604,5,6,1925,1950,0.0,3,3,1,864,3,864,2,3,5,0,0,1925,0,0,0,0,4,2008,98000,0,1,0,0,1,0,2.0,1,1,0,1.0,4,False,False,True,False,False,False,False,False,False,False
909101180,55.0,5687,5,6,1912,2000,0.0,3,3,1,780,5,1716,6,2,9,0,0,2000,0,0,0,0,3,2008,135900,0,0,1,0,1,1,3.0,1,1,0,2.0,4,False,False,False,False,False,False,False,False,False,False
909131170,68.0,12155,6,8,1925,1950,0.0,3,3,1,672,3,1482,4,2,7,0,0,1925,1,1,400,0,3,2008,140000,0,0,0,0,1,0,2.0,1,3,1,2.0,3,False,False,False,False,False,False,False,False,False,False
909175050,60.0,8400,5,8,1939,1997,0.0,3,3,1,720,5,2192,4,4,8,1,4,1997,1,1,240,262,7,2008,179500,0,0,1,0,1,0,2.5,1,1,0,2.5,2,False,False,False,False,False,False,False,False,False,False
909175100,60.0,8400,6,5,1925,1950,0.0,3,3,1,1181,2,1694,4,3,7,1,4,1925,1,2,576,342,6,2008,136500,0,0,1,0,1,0,2.0,1,1,0,1.5,4,False,False,False,False,False,False,False,False,False,False
909177120,60.0,7290,7,8,1921,1950,174.0,3,3,1,1228,5,1424,2,3,7,1,4,1921,1,1,312,0,4,2008,168000,1,0,0,1,0,0,2.0,1,1,0,1.0,1,False,False,False,False,False,False,False,False,False,False
909250040,51.0,9842,5,6,1921,1998,0.0,3,3,1,612,5,2601,4,3,8,0,0,1998,2,2,621,183,5,2008,189000,0,0,0,1,1,0,3.5,1,1,0,2.0,1,False,False,False,False,False,False,False,False,False,False
909251080,66.0,8969,6,6,1926,1950,0.0,3,3,1,644,5,1316,2,3,6,1,4,1926,1,1,369,0,7,2008,145000,0,0,0,0,1,0,2.0,1,1,0,2.0,3,False,False,False,False,False,False,False,False,False,False
909252110,63.0,15576,6,7,1915,1976,0.0,3,4,1,840,5,1680,4,3,8,0,0,1976,1,1,308,0,3,2008,177000,0,0,0,1,1,0,2.0,1,1,0,2.0,1,False,False,False,False,False,False,False,False,False,False
909252220,63.0,15564,6,6,1914,1995,0.0,3,4,1,676,5,1264,3,3,6,0,0,1995,1,2,400,424,1,2008,147500,0,0,0,0,1,0,1.0,0,1,0,1.5,1,False,False,False,False,False,False,False,False,False,False
909253190,52.0,6292,6,5,1930,1950,0.0,3,4,2,768,3,790,2,3,4,0,0,1930,1,1,160,0,4,2008,91000,0,0,0,0,1,0,1.0,1,1,0,1.0,4,False,False,False,False,False,False,False,False,False,False
909254050,54.0,7609,8,9,1925,1997,0.0,4,2,1,798,5,1512,3,4,7,1,4,1997,1,1,180,85,6,2008,231000,0,0,1,0,0,0,3.0,1,1,0,2.0,5,False,False,False,False,False,False,False,False,False,False
909256060,51.0,10480,6,5,1936,1950,0.0,3,3,1,1064,5,1639,3,3,6,0,0,1936,1,1,240,0,3,2008,115000,0,0,0,0,1,0,1.0,0,1,0,1.5,1,False,False,False,False,False,False,False,False,False,False
909275040,68.0,9650,6,3,1923,1950,0.0,3,3,1,784,3,1603,4,3,7,1,4,1923,1,2,599,0,6,2008,138000,0,0,0,1,0,0,1.0,1,1,1,2.0,1,False,False,False,False,False,False,False,False,False,False
909275050,60.0,7200,7,6,1931,2000,0.0,3,4,1,776,3,1502,3,3,6,1,4,2000,2,1,270,0,2,2008,149000,0,0,0,1,1,0,1.5,1,1,0,2.0,1,False,False,False,False,False,False,False,False,False,False
909277040,68.0,11700,5,6,1937,1995,0.0,3,3,1,942,5,1938,4,4,7,1,4,1995,1,1,240,0,7,2008,198000,0,1,0,0,1,0,2.0,1,1,1,1.5,3,False,False,False,False,False,False,False,False,False,False
909277070,68.0,9260,5,4,1938,1950,0.0,3,3,1,884,3,1374,3,3,6,0,0,1938,1,1,225,64,3,2008,110000,0,0,0,0,1,0,1.0,1,1,1,1.5,1,False,False,False,False,False,False,False,False,False,False
909281030,79.0,7801,6,5,1951,1951,88.0,3,3,1,1091,2,1091,2,3,5,1,3,1951,3,1,344,66,5,2008,104000,1,0,1,1,0,0,1.5,1,1,1,1.0,4,False,False,False,False,False,False,False,False,False,False
909282030,68.0,14100,8,9,1935,1997,632.0,3,3,2,728,5,3447,4,4,11,2,4,1997,1,3,1014,314,5,2008,381000,1,1,0,1,1,0,3.5,1,1,1,1.5,4,False,False,False,False,False,False,False,False,False,False
909425010,68.0,15660,7,9,1939,2006,312.0,4,3,1,798,5,1954,3,4,8,2,3,2006,1,2,431,0,5,2008,311500,1,1,0,1,0,1,2.0,1,1,1,1.5,3,False,False,False,False,False,False,False,False,False,False
909425085,70.0,12392,7,9,1950,2000,0.0,3,3,1,832,5,2161,3,4,8,2,3,2000,3,2,506,0,4,2008,263400,0,1,0,1,1,1,3.5,1,1,0,1.5,6,False,False,False,False,False,False,False,False,False,False
909428170,56.0,26073,5,5,1956,1956,0.0,3,3,1,1898,5,1898,3,3,7,2,3,1956,1,2,484,0,4,2008,236500,0,0,1,1,0,0,2.5,1,1,1,1.0,4,False,False,False,False,False,False,False,False,False,False
909451150,24.0,1950,6,6,1980,1980,0.0,3,4,1,716,3,1556,3,3,6,1,3,1980,3,2,452,161,7,2008,151000,0,1,0,1,1,0,3.5,0,2,0,2.0,2,False,False,False,False,False,False,False,False,False,False
910200080,50.0,7000,6,8,1926,1998,0.0,3,3,1,894,3,919,2,3,5,0,0,1998,1,1,195,0,7,2008,126000,0,0,0,0,1,1,2.0,1,2,0,1.0,4,False,False,False,False,False,False,False,False,False,False
910201130,60.0,6000,6,8,1940,2006,0.0,3,2,1,720,4,1090,3,3,5,0,0,2006,1,1,240,0,7,2008,120000,0,1,0,0,1,1,1.0,0,2,0,1.5,1,False,False,False,False,False,False,False,False,False,False
910202050,40.0,3636,4,4,1922,1950,0.0,3,3,1,796,2,796,2,3,5,0,0,1922,0,0,0,0,1,2008,55000,0,0,0,0,1,0,1.0,1,2,0,1.0,1,False,False,False,False,False,False,False,False,False,False
910202100,68.0,5890,6,8,1930,2007,0.0,4,3,3,816,5,816,2,3,5,0,0,2007,1,1,432,0,6,2008,120500,0,0,0,0,0,0,1.0,1,2,0,1.0,5,False,False,False,False,False,False,False,False,False,False
910203020,71.0,6900,5,6,1940,1955,0.0,3,3,1,740,5,778,2,3,4,1,4,1955,3,1,924,0,2,2008,120500,0,1,0,0,1,1,1.0,1,2,0,1.0,5,False,False,False,False,False,False,False,False,False,False
910203090,58.0,8155,5,7,1930,1950,0.0,3,4,1,780,4,1200,4,3,7,0,0,1930,0,0,0,0,7,2008,119000,0,1,0,0,1,0,1.0,1,2,0,1.5,1,False,False,False,False,False,False,False,False,False,False
910205010,75.0,6000,5,5,1967,1967,0.0,2,4,2,624,5,1656,3,3,7,1,1,1967,1,1,288,0,7,2008,126000,0,1,0,1,1,0,1.5,1,2,0,1.0,4,False,False,False,False,False,False,False,False,False,False
910206110,60.0,7392,5,7,1930,1995,0.0,3,3,1,520,3,912,2,3,5,0,0,1995,2,1,360,0,5,2008,99500,0,0,0,0,1,0,1.0,1,2,0,1.0,1,False,False,False,False,False,False,False,False,False,False
910226040,75.0,9000,5,5,1958,1958,162.0,3,3,1,1151,4,1955,4,3,7,0,0,1958,3,1,356,0,1,2008,165500,1,1,0,1,1,0,2.0,0,2,0,1.5,5,False,False,False,False,False,False,False,False,False,False
911370520,44.0,3811,7,5,2004,2005,174.0,4,5,4,1594,5,1646,2,5,5,1,4,2005,3,2,482,128,7,2008,250000,0,0,1,1,1,0,3.5,1,2,1,1.0,6,False,False,False,False,False,False,False,False,False,False
911370540,44.0,3842,8,5,2004,2005,174.0,4,5,4,1594,5,1646,2,4,5,1,4,2005,3,2,482,128,1,2008,275000,0,0,1,1,1,0,3.5,1,2,1,1.0,6,False,False,False,False,False,False,False,False,False,False
914465060,68.0,13265,8,5,2002,2002,148.0,4,4,1,1568,5,1689,3,4,7,2,4,2002,2,3,857,150,7,2008,271000,1,0,1,1,0,0,3.0,1,1,1,1.0,6,False,False,False,False,True,False,False,False,False,False
914475020,76.0,9880,6,6,1977,1977,0.0,3,3,3,1096,3,1118,3,3,6,1,1,1977,3,1,358,203,7,2008,171000,0,1,0,1,1,0,2.0,0,1,0,1.0,5,False,False,False,False,True,False,False,False,False,False
914476010,75.0,10125,6,6,1977,1977,0.0,3,3,1,1196,3,1279,3,3,6,2,2,1977,1,2,473,238,2,2008,171500,0,1,0,0,1,0,2.5,1,1,0,1.0,5,False,False,False,False,True,False,False,False,False,False
914476450,74.0,9990,4,5,1991,1991,0.0,3,4,1,1680,4,1689,3,3,6,1,3,1991,1,2,432,428,7,2008,228500,0,0,1,1,1,0,3.0,1,1,0,1.0,5,False,False,False,False,True,False,False,False,False,False
916226030,42.0,4084,7,6,1986,1986,340.0,4,4,3,1277,4,1501,2,4,6,1,3,1986,3,2,512,240,7,2008,241500,1,1,0,1,1,1,3.0,0,1,1,1.0,6,False,False,False,False,False,False,False,False,False,False
916380060,74.0,11563,8,5,2006,2007,258.0,4,5,4,1518,5,1537,3,4,8,0,0,2007,3,3,788,0,4,2008,294000,0,0,1,1,1,1,3.0,1,1,1,1.0,6,False,False,False,False,False,False,False,False,False,False
916386040,73.0,9802,5,5,2006,2007,0.0,3,4,1,352,4,1442,3,3,6,0,0,2007,3,2,400,100,4,2008,172500,0,0,1,1,1,1,2.5,0,1,0,1.0,1,False,False,False,False,False,False,False,False,False,False
916386080,73.0,9735,5,5,2006,2007,0.0,3,4,1,384,4,1394,3,4,7,0,0,2007,3,2,400,100,5,2008,167500,0,0,1,1,1,1,2.5,0,1,0,1.0,1,False,False,False,False,False,False,False,False,False,False
916402015,75.0,12890,6,5,1989,1989,128.0,3,4,1,1495,5,1495,3,3,8,1,3,1989,1,2,438,252,7,2008,150000,1,1,0,1,1,0,2.0,1,1,1,1.0,1,False,False,False,False,False,False,False,False,False,False
916402215,93.0,18265,6,5,1986,1986,228.0,4,4,3,1256,5,1256,3,4,6,1,2,1986,1,2,578,282,3,2008,180000,1,1,0,1,0,0,2.0,0,1,0,1.0,6,False,False,False,False,False,False,False,False,False,False
916455120,82.0,11202,8,5,2003,2003,206.0,4,5,3,1432,5,1440,3,4,7,1,3,2003,3,2,467,185,6,2008,232500,1,0,1,1,1,1,3.0,1,1,1,1.0,6,False,False,False,False,False,False,False,False,False,False
921126030,79.0,11449,8,5,2007,2007,0.0,4,4,3,1884,5,1728,3,4,7,1,4,2007,3,2,520,0,1,2008,298751,0,0,1,1,1,1,3.0,1,1,1,1.0,6,False,False,False,False,False,False,False,False,False,False
921201060,85.0,11447,8,5,2005,2006,674.0,4,5,3,1964,5,1964,3,4,7,1,4,2006,3,3,892,0,6,2008,370000,1,0,1,1,1,1,3.5,1,1,1,1.0,6,False,False,False,False,False,False,False,False,False,False
923203140,32.0,4500,6,5,1997,1997,197.0,3,5,1,1189,5,1189,2,3,4,0,0,1997,2,2,392,0,4,2008,160500,1,0,1,1,0,1,3.0,1,2,0,1.0,6,False,False,False,False,True,False,False,False,False,False
923225080,68.0,4224,5,6,1975,1975,0.0,3,4,1,1040,4,1040,3,3,6,0,0,1975,1,2,499,0,6,2008,124000,0,0,1,1,1,0,1.0,1,2,0,1.0,6,False,False,False,False,False,False,False,False,False,False
923225150,68.0,2665,5,6,1976,1976,0.0,3,4,2,264,3,1304,3,3,4,1,4,1976,3,1,336,141,6,2008,115000,0,0,1,1,1,0,1.5,1,2,0,2.0,1,False,False,False,False,False,False,False,False,False,False
923225200,41.0,2665,5,7,1976,1976,0.0,3,4,1,550,3,1475,4,3,6,1,3,1976,1,1,336,92,5,2008,129500,0,0,1,1,1,0,2.0,1,2,0,2.0,5,False,False,False,False,False,False,False,False,False,False
923225310,21.0,1974,4,7,1973,2006,0.0,3,4,3,526,4,988,2,3,5,0,0,2006,2,1,297,120,6,2008,105000,0,1,0,1,1,0,2.0,1,2,0,1.0,6,False,False,False,False,False,False,False,False,False,False
923225370,21.0,1596,4,6,1973,1973,0.0,3,4,4,462,3,988,1,3,4,1,1,1973,2,1,297,0,7,2008,94900,0,1,0,1,1,0,2.0,1,2,0,1.0,6,False,False,False,False,False,False,False,False,False,False
923227030,68.0,17979,5,6,1968,1968,0.0,3,3,1,1113,5,1160,3,4,6,0,0,1968,1,1,257,81,2,2008,152500,0,1,0,1,0,0,2.0,0,1,1,1.0,5,False,False,False,False,True,False,False,False,False,False
923228080,21.0,1477,6,9,1970,2007,0.0,3,3,1,546,5,1092,3,3,6,0,0,2007,0,0,0,187,3,2008,98000,0,1,0,0,1,0,2.5,0,2,0,2.0,6,False,False,False,False,False,False,False,False,False,False
923228420,21.0,1890,4,7,1972,1972,0.0,3,4,3,630,4,630,1,3,3,0,0,1972,0,0,0,88,6,2008,81000,0,1,0,0,1,0,2.0,0,2,0,1.0,5,False,False,False,False,False,False,False,False,False,False
